bkaristaprep.pdf,Kingston Ave and Eastern Parkway N,x,2005-05-24,7:30-8:30,0,0,0,72,125,0,0,405,147,0,0,0,97,382,64,325
bkaristaprep.pdf,Kingston Ave and Eastern Parkway N,x,2005-05-18,7:30-8:30,0,0,0,0,0,0,47,453,0,0,27,27,45,365,37,191
bkholycross.pdf,Rogers Ave and Church Ave,x,2005-04-13,14:30-15:30,0,0,0,44,210,0,32,607,49,0,286,33,113,76,177,100
bkholycross.pdf,Erasmus St and Veronica Pl,x,2005-11-09,14:30-15:30,0,25,23,0,0,0,0,0,0,26,102,0,28,30,22,51
bkholycross.pdf,Church Ave and Bedford Ave,x,2005-04-13,7:30-8:30,48,352,32,24,251,21,30,311,57,40,261,53,143,88,180,533
bkis002saferpt.pdf,Parkside Ave and Rogers Ave,x,2005-06-08,14:30-15:30,0,0,0,0,0,0,82,820,0,0,201,147,272,110,151,156
bkis002saferpt.pdf,Parkside Ave and Nostrand Ave,x,2005-06-08,14:30-15:30,0,933,11,0,0,0,0,0,0,74,114,0,154,179,201,704
bkis68.pdf,E 82nd St and Flatlands Ave,x,2004-12-09,7:30-8:30,41,668,0,18,114,38,0,713,9,0,0,0,28,64,343,36
bkis252.pdf,E 95th St and Willmohr St,x,2005-05-26,7:30-8:30,38,74,0,82,82,28,0,86,24,0,0,0,76,60,38,41
bkis252.pdf,E 94th St and Willmohr St,x,2005-05-23,7:30-8:30,0,81,27,0,0,0,27,88,0,11,34,33,36,33,34,38
bkis252.pdf,E 95th St and Lenox Rd,x,2005-05-05,7:30-8:30,101,189,0,33,180,19,0,191,77,0,0,0,27,4,6,63
bkis383.pdf,Wilson Ave and Greene Ave,x,2005-05-17,7:30-8:30,0,0,0,52,239,0,53,97,44,0,141,25,185,374,142,53
bkis383.pdf,Wilson Ave and Bleecker St,x,2005-05-17,7:30-8:30,564,144,38,0,269,78,0,0,0,43,175,0,200,41,151,214
bkis383.pdf,Knickerbocker Ave and Bleecker St,x,2005-05-12,7:30-8:30,17,163,0,0,455,126,0,0,0,0,0,0,217,20,223,65
bkis383.pdf,Greene Ave and Myrtle Ave,x,2005-06-21,7:30-8:30,,,,,,,,,,,,,,110,78,63
bkis391.pdf,Maple St and Troy Ave,x,2005-06-01,7:30-8:30,0,0,0,0,0,0,17,256,0,0,60,35,30,17,21,30
bkis391.pdf,Maple St and Schnectady Ave,x,2005-06-02,7:30-8:30,0,172,3,0,0,0,0,0,0,9,64,0,36,37,33,36
bkjhs275.pdf,Hegeman Ave and Thatford Ave,x,2005-06-03,7:30-8:30,43,0,24,0,226,0,0,0,0,0,160,0,86,13,,47
bkjhs291.pdf,Knickerbocker Ave and Palmetto St,x,2005-05-24,7:30-8:30,0,0,0,156,569,0,0,106,47,0,0,0,138,165,200,113
bkjhs291.pdf,Gates Ave and Wilson Ave,x,2005-06-14,14:30-15:30,22,332,19,29,161,30,22,202,209,17,116,18,85,185,117,127
bkjhs291.pdf,Wilson Ave and Palmetto St,x,2005-06-14,14:30-15:30,0,0,0,27,112,0,30,94,54,0,225,35,272,88,249,191
bkoholeitorah.pdf,Brookyln Ave and Eastern Parkway N Service Rd,x,2004-11-09,7:30-8:30,36,439,0,0,223,64,0,0,0,0,0,0,116,108,0,140
bkoholeitorah.pdf,Brookyln Ave and Eastern Parkway S Service Rd,x,2004-11-09,7:30-8:30,0,422,30,0,0,0,0,0,0,23,42,0,0,83,85,119
bkoholeitorah.pdf,Brookyln Ave and Eastern Parkway S Service Rd,x,2004-11-09,14:30-15:30,0,594,51,0,0,0,0,0,0,48,76,0,0,142,121,82
bkolph.pdf,6th Ave and 59th St,x,2005-09-15,7:30-8:30,36,173,0,21,53,42,0,150,18,0,0,0,95,75,85,101
bkolph.pdf,6th Ave and 60th St,x,2005-09-15,7:30-8:30,23,199,41,26,217,138,103,164,15,18,258,53,62,68,77,54
bkolph.pdf,7th Ave and 60th St,x,2005-03-30,7:30-8:30,32,138,55,35,275,38,106,235,55,24,300,32,118,136,235,161
bkps5.pdf,Halsey St and Ralph Ave,2004-09-23,7:30-8:30,36,218,25,11,110,11,13,249,22,13,72,11,72,138,24,88
bkps5.pdf,Hancock St and Howard Ave,2005-06-15,7:30-8:30,0,0,0,23,96,0,0,265,122,0,0,0,16,42,32,39
bkps5.pdf,Macon St and Howard Ave,2005-06-15,7:30-8:30,0,0,0,0,0,0,42,414,0,0,69,20,17,42,18,29
bkps5.pdf,Ralph Ave and Hancock St,2005-08-26,7:30-8:30,23,192,0,15,58,13,0,177,20,0,0,0,,,,,
