bkaristaprep.pdf,Kingston Ave and Eastern Parkway N,x,2005-05-24,7:30-8:30,0,0,0,72,125,0,0,405,147,0,0,0,97,382,64,325
bkaristaprep.pdf,Kingston Ave and Eastern Parkway N,x,2005-05-18,7:30-8:30,0,0,0,0,0,0,47,453,0,0,27,27,45,365,37,191
bkholycross.pdf,Rogers Ave and Church Ave,x,2005-04-13,14:30-15:30,0,0,0,44,210,0,32,607,49,0,286,33,113,76,177,100,,,,,40.6506506,-73.9524805
bkholycross.pdf,Erasmus St and Veronica Pl,x,2005-11-09,14:30-15:30,0,25,23,0,0,0,0,0,0,26,102,0,28,30,22,51,,,,,40.6496252,-73.9529179
bkholycross.pdf,Church Ave and Bedford Ave,x,2005-04-13,7:30-8:30,48,352,32,24,251,21,30,311,57,40,261,53,143,88,180,533,,,,,40.6504967,-73.9558553
bkis002saferpt.pdf,Parkside Ave and Rogers Ave,x,2005-06-08,14:30-15:30,0,0,0,0,0,0,82,820,0,0,201,147,272,110,151,156,,,,,40.6560471,-73.9530648
bkis002saferpt.pdf,Parkside Ave and Nostrand Ave,x,2005-06-08,14:30-15:30,0,933,11,0,0,0,0,0,0,74,114,0,154,179,201,704,,,,,40.6562145,-73.9501907
bkis68.pdf,E 82nd St and Flatlands Ave,x,2004-12-09,7:30-8:30,41,668,0,18,114,38,0,713,9,0,0,0,28,64,343,36,,,,,40.6364555,-73.9117957
bkis252.pdf,E 95th St and Willmohr St,x,2005-05-26,7:30-8:30,38,74,0,82,82,28,0,86,24,0,0,0,76,60,38,41,,,,,40.6567384,-73.9181474
bkis252.pdf,E 94th St and Willmohr St,x,2005-05-23,7:30-8:30,0,81,27,0,0,0,27,88,0,11,34,33,36,33,34,38,,,,,40.6563117,-73.918861
bkis252.pdf,E 95th St and Lenox Rd,x,2005-05-05,7:30-8:30,101,189,0,33,180,19,0,191,77,0,0,0,27,4,6,63,,,,,40.6583808,-73.9199894
bkis383.pdf,Wilson Ave and Greene Ave,x,2005-05-17,7:30-8:30,0,0,0,52,239,0,53,97,44,0,141,25,185,374,142,53,,,,,40.6974695,-73.9200852
bkis383.pdf,Wilson Ave and Bleecker St,x,2005-05-17,7:30-8:30,564,144,38,0,269,78,0,0,0,43,175,0,200,41,151,214,,,,,40.6970353,-73.9193136
bkis383.pdf,Knickerbocker Ave and Bleecker St,x,2005-05-12,7:30-8:30,17,163,0,0,455,126,0,0,0,0,0,0,217,20,223,65,,,,,40.6985253,-73.9178623
